,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
838350,838350,太吾绘卷 The Scroll Of Taiwu,ConchShip Games,ConchShip Games,,27258,4214,0,"1,000,000 .. 2,000,000",4343,798,1612,798,1999,1999,0,1542
32370,32370,STAR WARS - Knights of the Old Republic,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney, Lucasfilm",,18203,2003,0,"1,000,000 .. 2,000,000",957,393,451,433,999,999,0,754
440900,440900,Conan Exiles,Funcom,Funcom,,45814,13374,0,"1,000,000 .. 2,000,000",3684,304,1241,444,3999,3999,0,12836
65800,65800,Dungeon Defenders,Trendy Entertainment,Trendy Entertainment,,12760,1013,0,"1,000,000 .. 2,000,000",2171,0,613,0,1499,1499,0,345
1286830,1286830,STAR WARS: The Old Republic,BioWare,Electronic Arts,,10786,1514,0,"1,000,000 .. 2,000,000",1515,689,386,1224,0,0,0,8506
550900,550900,Metin2,WEBZEN Inc.,Gameforge 4D GmbH,,7556,3642,0,"1,000,000 .. 2,000,000",1405,1625,87,1625,0,0,0,1254
442080,442080,Riders of Icarus,WeMade,VALOFE,,6404,3186,0,"1,000,000 .. 2,000,000",2331,0,86,0,0,0,0,552
17390,17390,SPORE,Maxis™,Electronic Arts,,25522,2666,0,"1,000,000 .. 2,000,000",825,0,377,0,1999,1999,0,852
644560,644560,Mirror,KAGAMI WORKs,Paradise Project,,54414,1455,0,"1,000,000 .. 2,000,000",368,36,294,11,199,199,0,602
24980,24980,Mass Effect 2,BioWare,Electronic Arts,,13191,749,0,"1,000,000 .. 2,000,000",2306,0,1754,0,1999,1999,0,248
236110,236110,Dungeon Defenders II,Trendy Entertainment,Trendy Entertainment,,13340,4191,0,"1,000,000 .. 2,000,000",656,58,126,58,0,0,0,559
234650,234650,Shadowrun Returns,Harebrained Schemes,Paradox Interactive,,10170,1322,0,"1,000,000 .. 2,000,000",350,0,247,0,1499,1499,0,69
1158310,1158310,Crusader Kings III,Paradox Development Studio,Paradox Interactive,,26550,2118,0,"1,000,000 .. 2,000,000",2379,1156,1406,1628,4999,4999,0,16709
238010,238010,Deus Ex: Human Revolution - Director's Cut,Eidos Montreal,Square Enix,,17517,1525,0,"1,000,000 .. 2,000,000",927,424,384,424,1999,1999,0,434
736190,736190,Chinese Parents,墨鱼玩游戏,墨鱼玩游戏,,19898,1774,0,"1,000,000 .. 2,000,000",1002,0,734,0,999,999,0,409
8980,8980,Borderlands Game of the Year,Gearbox Software,2K,,26179,2851,0,"1,000,000 .. 2,000,000",1516,0,801,0,2999,2999,0,155
337000,337000,Deus Ex: Mankind Divided,"Eidos Montreal, Feral Interactive (Linux), Feral Interactive (Mac)","Square Enix, Feral Interactive (Linux), Feral Interactive (Mac)",,22401,8566,0,"1,000,000 .. 2,000,000",1137,0,379,0,2999,2999,0,795
208580,208580,STAR WARS Knights of the Old Republic II - The Sith Lords,"Obsidian Entertainment, Aspyr (Mac, Linux, &amp; Windows Update)","LucasArts, Disney, Lucasfilm, Aspyr (Mac, Linux)",,13911,1142,0,"1,000,000 .. 2,000,000",1846,3,891,3,999,999,0,569
1086940,1086940,Baldur's Gate 3,Larian Studios,Larian Studios,,21829,3191,0,"1,000,000 .. 2,000,000",667,181,630,176,5999,5999,0,8809
38400,38400,Fallout: A Post Nuclear Role Playing Game,Interplay Inc.,Bethesda Softworks,,9956,794,0,"1,000,000 .. 2,000,000",325,0,42,0,999,999,0,226
41500,41500,Torchlight,Runic Games,Runic Games,,4599,403,0,"1,000,000 .. 2,000,000",639,0,266,0,1499,1499,0,77
215080,215080,WAKFU,Ankama Studio,Ankama Games,,5671,1694,0,"1,000,000 .. 2,000,000",689,68,189,68,0,0,0,637
39210,39210,FINAL FANTASY XIV Online,Square Enix,Square Enix,,24176,3508,0,"1,000,000 .. 2,000,000",21259,1571,4407,2191,1999,1999,0,16037
201790,201790,Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,,15064,851,0,"1,000,000 .. 2,000,000",576,0,416,0,1499,1499,0,274
17460,17460,Mass Effect,BioWare,Electronic Arts,,13267,831,0,"1,000,000 .. 2,000,000",1168,0,637,0,1999,1999,0,320
248820,248820,Risk of Rain,Hopoo Games,Chucklefish,,25160,1676,0,"1,000,000 .. 2,000,000",540,0,221,0,999,999,0,94
212160,212160,Vindictus,devCAT,NEXON Korea Corp. &amp; NEXON America Inc.,,4517,1915,0,"1,000,000 .. 2,000,000",2878,0,362,0,0,0,0,550
397540,397540,Borderlands 3,Gearbox Software,2K,,41886,8858,0,"1,000,000 .. 2,000,000",3342,289,2109,158,5999,5999,0,6270
761890,761890,Albion Online,Sandbox Interactive GmbH,Sandbox Interactive GmbH,,18331,5503,0,"1,000,000 .. 2,000,000",860,892,126,1457,0,0,0,9038
237310,237310,Elsword,KOG,KOG Games,,5818,1850,0,"1,000,000 .. 2,000,000",896,0,160,0,0,0,0,479
237930,237930,Transistor,Supergiant Games,Supergiant Games,,24936,1372,0,"1,000,000 .. 2,000,000",221,0,137,0,1999,1999,0,71
582160,582160,Assassin's Creed Origins,Ubisoft Montreal,Ubisoft,,49666,8358,0,"1,000,000 .. 2,000,000",3604,1739,2367,1811,5999,5999,0,2481
537180,537180,Digimon Masters Online,"Move Games Co., Ltd.",MOVE ON USA CO.,,4417,2006,0,"1,000,000 .. 2,000,000",610,897,79,1793,0,0,0,1067
240320,240320,Panzar,Panzar Studio,OVALIS INVESTMENTS LIMITED,,3178,1683,0,"1,000,000 .. 2,000,000",425,0,143,0,0,0,0,44
4500,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,,17499,812,0,"1,000,000 .. 2,000,000",1038,97,481,97,1999,1999,0,581
32800,32800,Lord of the Rings: War in the North,Snowblind Studios,Warner Bros. Interactive Entertainment,,6551,1744,0,"1,000,000 .. 2,000,000",396,0,274,0,0,0,0,15
434650,434650,Lost Castle / 失落城堡,Hunter Studio,Another Indie,,16078,2118,0,"1,000,000 .. 2,000,000",904,0,419,0,999,999,0,349
308600,308600,Geneshift,Ben Johnson (bencelot),Nik Nak Studios,,1530,367,0,"1,000,000 .. 2,000,000",827,0,321,0,1499,1499,0,79
22320,22320,The Elder Scrolls III: Morrowind Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,13929,703,0,"1,000,000 .. 2,000,000",1709,0,354,0,1499,1499,0,424
291650,291650,Pillars of Eternity,Obsidian Entertainment,Paradox Interactive,,15535,2175,0,"1,000,000 .. 2,000,000",1078,40,459,40,2999,2999,0,1225
41700,41700,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,GSC Game World,,14952,567,0,"1,000,000 .. 2,000,000",2732,742,772,742,1999,1999,0,431
108600,108600,Project Zomboid,The Indie Stone,The Indie Stone,,27814,3398,0,"1,000,000 .. 2,000,000",1678,1661,550,2971,1499,1499,0,3793
834910,834910,ATLAS,"Grapeshot Games, Instinct Games",Grapeshot Games,,16468,19425,0,"1,000,000 .. 2,000,000",11282,0,7066,0,2999,2999,0,1959
524220,524220,NieR:Automata,"Square Enix, PlatinumGames Inc.",Square Enix,,64739,11119,0,"1,000,000 .. 2,000,000",2374,90,1674,90,3999,3999,0,1113
245620,245620,Tropico 5,Haemimont Games,Kalypso Media Digital,,9510,2698,0,"1,000,000 .. 2,000,000",1047,0,360,0,699,1999,65,345
250400,250400,How to Survive,Eko Software,505 Games,,13517,2868,0,"1,000,000 .. 2,000,000",261,0,115,0,1499,1499,0,47
289130,289130,Endless Legend - Emperor Edition,AMPLITUDE Studios,SEGA,,12713,2342,0,"1,000,000 .. 2,000,000",1111,1952,428,1952,2999,2999,0,450
332070,332070,School of Dragons,"JumpStart Games, Inc.","JumpStart Games, Inc.",,2309,1940,0,"1,000,000 .. 2,000,000",95,0,51,0,0,0,0,75
367500,367500,Dragon's Dogma: Dark Arisen,Capcom,Capcom,,19318,2288,0,"1,000,000 .. 2,000,000",2257,0,1131,0,2999,2999,0,1009
263500,263500,Dragons and Titans,Wyrmbyte,Versus Evil,,2588,749,0,"1,000,000 .. 2,000,000",263,0,196,0,0,0,0,0
241600,241600,Rogue Legacy,Cellar Door Games,Cellar Door Games,,15520,1055,0,"1,000,000 .. 2,000,000",1023,0,389,0,1499,1499,0,168
231060,231060,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,,1731,1171,0,"1,000,000 .. 2,000,000",924,0,1341,0,0,0,0,15
2400,2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin,,4995,814,0,"1,000,000 .. 2,000,000",252,0,218,0,999,999,0,13
339280,339280,Strife,S2 Games,S2 Games,,3667,1193,0,"1,000,000 .. 2,000,000",132,0,71,0,0,0,0,1
216150,216150,MapleStory,Nexon,Nexon America Inc.,,4979,2248,0,"1,000,000 .. 2,000,000",1397,0,36,0,0,0,0,2042
39140,39140,FINAL FANTASY VII,Square Enix,Square Enix,,16370,1264,0,"1,000,000 .. 2,000,000",1935,0,549,0,1199,1199,0,318
230230,230230,Divinity: Original Sin (Classic),Larian Studios,Larian Studios,,10606,948,0,"1,000,000 .. 2,000,000",1329,0,644,0,3999,3999,0,69
269210,269210,Hero Siege,"Elias Viglione, Jussi Kukkonen",Panic Art Studios,,18899,5393,0,"1,000,000 .. 2,000,000",934,1345,287,1345,699,699,0,1973
226840,226840,Age of Wonders III,Triumph Studios,Paradox Interactive,,7941,2023,0,"1,000,000 .. 2,000,000",399,195,165,195,2999,2999,0,648
696370,696370,BROKE PROTOCOL: Online City RPG,Cylinder Studios,Cylinder Studios,,1684,680,0,"1,000,000 .. 2,000,000",387,0,424,0,499,499,0,47
637650,637650,FINAL FANTASY XV WINDOWS EDITION,Square Enix,Square Enix,,25128,6154,0,"1,000,000 .. 2,000,000",2256,379,1417,441,3499,3499,0,715
304030,304030,ArcheAge,XLGAMES,Trion Worlds,,3555,3242,0,"1,000,000 .. 2,000,000",1377,0,333,0,0,0,0,123
47810,47810,Dragon Age: Origins - Ultimate Edition,BioWare,Electronic Arts,,11493,1039,0,"1,000,000 .. 2,000,000",2019,0,885,0,2999,2999,0,614
34270,34270,SEGA Mega Drive and Genesis Classics,D3T Limited,SEGA,,5041,942,0,"1,000,000 .. 2,000,000",177,6,66,6,3034,3034,0,243
438040,438040,Shakes and Fidget,Playa Games GmbH,Playa Games GmbH,,12364,1292,0,"1,000,000 .. 2,000,000",5177,2217,540,2413,0,0,0,3678
536930,536930,MOBIUS FINAL FANTASY,Square Enix,Square Enix,,3116,1187,0,"1,000,000 .. 2,000,000",835,0,49,0,0,0,0,3
206480,206480,Dungeons & Dragons Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",,2930,1225,0,"1,000,000 .. 2,000,000",194,0,159,0,0,0,0,434
652410,652410,Brigand: Oaxaca,"Brian Lancaster, Laughing Coyote Software","Brian Lancaster, Laughing Coyote Software",,97,8,0,"1,000,000 .. 2,000,000",0,0,0,0,599,599,0,2
206440,206440,To the Moon,Freebird Games,Freebird Games,,49170,1780,0,"1,000,000 .. 2,000,000",195,0,151,0,999,999,0,69
1180380,1180380,Stay Out,Mobile Technologies LLC,Mobile Technologies LLC,,2983,3243,0,"1,000,000 .. 2,000,000",41,0,52,0,0,0,0,1480
373420,373420,Divinity: Original Sin - Enhanced Edition,Larian Studios,Larian Studios,,16140,1688,0,"1,000,000 .. 2,000,000",1769,0,963,0,3999,3999,0,1828
228280,228280,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog,,7667,839,0,"1,000,000 .. 2,000,000",2357,0,1672,0,1999,1999,0,1039
211420,211420,DARK SOULS: Prepare To Die Edition,FromSoftware,BANDAI NAMCO Entertainment,,67656,6302,0,"1,000,000 .. 2,000,000",2985,0,1128,0,0,0,0,364
265590,265590,The Red Solstice,Ironward,Nkidu Games Inc.,,1641,589,0,"1,000,000 .. 2,000,000",250,0,294,0,999,999,0,0
11450,11450,Overlord,"Triumph Studios, Virtual Programming",Codemasters,,4282,320,0,"1,000,000 .. 2,000,000",201,343,166,343,499,499,0,101
337950,337950,The SKIES,Eforb,Eforb,,1737,2278,0,"1,000,000 .. 2,000,000",59,0,44,0,0,0,0,12
334230,334230,Town of Salem,BlankMediaGames,BlankMediaGames,,25537,3161,0,"1,000,000 .. 2,000,000",1411,209,597,349,499,499,0,1016
215280,215280,Secret World Legends,Funcom,Funcom,,5191,2466,0,"1,000,000 .. 2,000,000",719,122,398,122,0,0,0,286
215530,215530,The Incredible Adventures of Van Helsing,NeocoreGames,NeocoreGames,,6727,1362,0,"1,000,000 .. 2,000,000",496,225,317,225,1499,1499,0,108
729040,729040,Borderlands Game of the Year Enhanced,"Gearbox Software, Blind Squirrel Games",2K,,10022,1696,0,"1,000,000 .. 2,000,000",1079,0,215,0,2999,2999,0,430
407530,407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,5508,3448,0,"1,000,000 .. 2,000,000",149,1,28,1,999,4999,80,66
376570,376570,WildStar,Carbine Studios,NCSOFT,,3605,1329,0,"1,000,000 .. 2,000,000",153,0,126,0,0,0,0,0
233860,233860,Kenshi,Lo-Fi Games,Lo-Fi Games,,34165,2160,0,"1,000,000 .. 2,000,000",4237,33,1401,33,1799,2999,40,3553
236090,236090,Dust: An Elysian Tail,Humble Hearts LLC,Xbox Game Studios,,15903,697,0,"1,000,000 .. 2,000,000",435,0,380,0,1499,1499,0,13
293540,293540,Guns and Robots,Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",,1131,596,0,"1,000,000 .. 2,000,000",119,0,132,0,0,0,0,0
12810,12810,Overlord II,"Triumph Studios, Virtual Programming",Codemasters,,2782,378,0,"1,000,000 .. 2,000,000",1148,0,1107,0,999,999,0,113
40390,40390,Risen 2: Dark Waters,Piranha Bytes,THQ Nordic,,3587,972,0,"1,000,000 .. 2,000,000",283,0,126,0,999,999,0,119
262280,262280,Dungeons 2,Realmforge Studios,Kalypso Media Digital,,3569,861,0,"1,000,000 .. 2,000,000",449,98,307,98,1999,1999,0,61
