,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
212780,212780,New Star Soccer 5,New Star Games,New Star Games,,267,144,0,"20,000 .. 50,000",0,0,0,0,999,999,0,19
402430,402430,Out of the Park Baseball 17,Out of the Park Developments,Out of the Park Developments,,590,52,0,"20,000 .. 50,000",188,0,224,0,1999,1999,0,15
1212620,1212620,Pretty Neko,GirlGame,GirlGame,,837,75,0,"20,000 .. 50,000",118,1,194,1,99,99,0,6
785790,785790,WHAT THE GOLF?,Triband,Triband,,301,10,0,"20,000 .. 50,000",356,356,416,416,1999,1999,0,58
428190,428190,MadOut Open City,MadOut Games,MadOut Games,,96,156,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
1250650,1250650,AI＊Shoujo/AI＊少女,ILLUSION,ILLUSION,,840,227,0,"20,000 .. 50,000",15,0,15,0,6999,6999,0,98
603260,603260,The Cat Games,M. Hanka,Liu Lidan,,663,80,0,"20,000 .. 50,000",249,0,426,0,199,199,0,1
791150,791150,EV3 - Drag Racing,KABloom Interactive,KABloom Interactive,,68,79,0,"20,000 .. 50,000",113,0,190,0,0,0,0,6
297760,297760,Qvadriga,Turnopia,Slitherine Ltd.,,286,56,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,3
404920,404920,Emergency 2016,Sixteen Tons Entertainment,Deep Silver,,107,143,0,"20,000 .. 50,000",97,0,97,0,0,0,0,4
315330,315330,All Guns On Deck,Decaying Logic,Decaying Logic,,165,258,0,"20,000 .. 50,000",11,0,18,0,1299,1299,0,2
1087280,1087280,Out of the Park Baseball 21,Out of the Park Developments,Out of the Park Developments,,996,97,0,"20,000 .. 50,000",51,0,51,0,1999,1999,0,1457
463930,463930,The Dweller,Villainous  Games,Forever Entertainment S. A.,,457,36,0,"20,000 .. 50,000",134,0,143,0,499,499,0,0
821670,821670,Horse Farm,"Independent Arts Software, upjers",upjers,,84,75,0,"20,000 .. 50,000",0,0,0,0,0,0,0,9
689090,689090,Microtransaction Simulator,chlsea,chlsea,,689,98,0,"20,000 .. 50,000",16,0,22,0,0,0,0,0
762830,762830,Telling Lies,"Sam Barlow, Half Mermaid, Furious Bee Limited",Annapurna Interactive,,467,206,0,"20,000 .. 50,000",168,0,168,0,1999,1999,0,8
561600,561600,MXGP3 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,,474,95,0,"20,000 .. 50,000",20,0,20,0,2999,2999,0,12
634230,634230,Project First Contact,"Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",,52,53,0,"20,000 .. 50,000",227,27,294,27,299,299,0,1
1248650,1248650,Fate Arena (Alpha),"End Game Interactive, Inc","End Game Interactive, Inc",,246,66,0,"20,000 .. 50,000",0,0,0,0,0,0,0,8
576410,576410,Nihilist Simulator,hyperboreanGames,Back To Basics Gaming,,39,8,0,"20,000 .. 50,000",171,0,247,0,99,99,0,3
1098190,1098190,VersaillesVR | the Palace is yours,"Google Arts and Culture, makemepulse",Château de Versailles,,60,19,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
230650,230650,Lords of Football,Geniaware Srl,Fish Eagle,,144,147,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
350500,350500,Fly in the House,Mykhail Konokh,Mykhail Konokh,,90,91,0,"20,000 .. 50,000",206,0,211,0,999,999,0,3
953250,953250,War Machines: Free to Play,Fun Games For Free,Fun Games For Free,,117,66,0,"20,000 .. 50,000",0,0,0,0,0,0,0,80
363510,363510,STAR-BOX: RPG Adventures in Space,Michael Flynn,FlynnFour Games,,42,43,0,"20,000 .. 50,000",12,0,12,0,499,499,0,0
793150,793150,Moe! Ninja Girls,NTT Solmare,NTT Solmare,,143,48,0,"20,000 .. 50,000",0,0,0,0,0,0,0,7
637960,637960,ProjectM : Dream,EVR Studio,EVR Studio,,55,9,0,"20,000 .. 50,000",4,0,4,0,0,0,0,0
1374720,1374720,Karen Simulator: Wagecuck vs Karen,"2GenPro, Luke Powell",2GenPro,,39,8,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
703840,703840,Animal Super Squad,DoubleMoose Games,DoubleMoose Games,,403,68,0,"20,000 .. 50,000",119,0,174,0,999,999,0,1
623080,623080,planetarian HD,VisualArts/Key,VisualArts,,1429,16,0,"20,000 .. 50,000",76,0,118,0,999,999,0,2
1058770,1058770,我来自江湖 From Jianghu,Gamexel Studio,INDIECN,,779,305,0,"20,000 .. 50,000",789,0,909,0,999,999,0,81
1368860,1368860,像素女友,HIROKO IMAKI,Pujia8 Studio,,446,6,0,"20,000 .. 50,000",0,0,0,0,0,0,0,7
817660,817660,Soul Smith of the Kingdom,Inu to Neko,Starship Studio,,85,53,0,"20,000 .. 50,000",74,0,74,0,699,699,0,4
418250,418250,Polaris Sector,SoftWarWare,Slitherine Ltd.,,279,111,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,8
1055760,1055760,Prince Maker美少年梦工厂3：重生,ALFAGAME,ALFAGAME,,165,6,0,"20,000 .. 50,000",0,0,0,0,0,0,0,5
1203160,1203160,ArchiTac,Squish-Fish Games,Squish-Fish Games,,116,54,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
751110,751110,OVERVIEW (A Walk Through The Universe),Orbital Views,Orbital Views,,58,21,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
32750,32750,Comanche 4,NovaLogic,"NovaLogic, THQ Nordic",,152,20,0,"20,000 .. 50,000",0,0,0,0,999,999,0,5
1401150,1401150,Black Hole Simulator,PanGuoJun,PanGuoJun,,10,3,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
615400,615400,Make It Rain: Love of Money,Game Troopers,Game Troopers,,79,113,0,"20,000 .. 50,000",20,0,26,0,0,0,0,3
948630,948630,Hentai MineSweeper,LeonWaan Games,LeonWaan Games,,545,87,0,"20,000 .. 50,000",590,0,1169,0,99,99,0,3
344840,344840,Gratuitous Space Battles 2,Positech Games,Positech Games,,111,148,0,"20,000 .. 50,000",19,0,19,0,999,999,0,0
1016390,1016390,Perspectives: Paradise,Teatime Research Ltd.,Teatime Research Ltd.,,82,9,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
590280,590280,Canvas The Gallery,CoughE,CoughE,,215,17,0,"20,000 .. 50,000",22,0,26,0,0,0,0,0
941120,941120,Optimum Link,Protoria Studios,Protoria Studios,,72,39,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
247870,247870,Redshirt,The Tiniest Shark,Positech,,156,224,0,"20,000 .. 50,000",449,0,878,0,999,999,0,1
448000,448000,Sparkle ZERO,MMEU,Forever Entertainment S. A.,,158,135,0,"20,000 .. 50,000",168,0,189,0,499,499,0,1
1069640,1069640,This Land Is My Land,Game-Labs,Game-Labs,,1070,294,0,"20,000 .. 50,000",159,0,159,0,3999,3999,0,150
244410,244410,Supreme Ruler 1936,BattleGoat Studios,BattleGoat Studios,,182,65,0,"20,000 .. 50,000",340,0,596,0,999,999,0,4
321490,321490,MotoGP14 Compact,Milestone S.r.l.,Milestone S.r.l.,,20,44,0,"20,000 .. 50,000",0,0,0,0,499,499,0,2
1058200,1058200,Pixel Puzzles Traditional Jigsaws,The Digital Puzzle Company,The Digital Puzzle Company,,142,31,0,"20,000 .. 50,000",0,0,0,0,0,0,0,11
1388130,1388130,Religion inc God Simulator,GameFirst,GameFirst,,3,1,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
727130,727130,Between the Stars,Isolated Games,"Isolated Games, GameClaw, WhisperGames",,828,153,0,"20,000 .. 50,000",0,0,0,0,1979,2999,34,43
314240,314240,RPG Tycoon,Skatanic Studios,GSProductions Ltd.,,267,218,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
575570,575570,ICED,Anea_Duo_Dev,Anea_Duo_Dev,,99,42,0,"20,000 .. 50,000",336,0,356,0,999,999,0,1
285110,285110,GearCity,Visual Entertainment And Technologies,Visual Entertainment And Technologies,,748,118,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,44
787740,787740,Construction Simulator 2 US - Pocket Edition,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,,275,119,0,"20,000 .. 50,000",0,0,0,0,1199,1199,0,19
700060,700060,Space Station Continuum,N-Body Solutions,N-Body Solutions,,8,8,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
334540,334540,Vox Machinae,Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation,,712,62,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,5
364800,364800,Star Trek: Judgment Rites,Interplay Entertainment Corp.,Interplay Entertainment Corp.,,31,1,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
384310,384310,Dead In Bermuda,CCCP,Dear Villagers,,311,100,0,"20,000 .. 50,000",193,0,241,0,1499,1499,0,4
579020,579020,Constructor,System 3,System 3,,430,160,0,"20,000 .. 50,000",0,0,0,0,599,2999,80,19
968970,968970,Lumberjack's Dynasty,UMEO Studios,Toplitz Productions,,675,233,0,"20,000 .. 50,000",0,0,0,0,1399,1999,30,254
307930,307930,Wildlife Park 2 - Dino World,b-alive gmbh,b-alive gmbh,,40,25,0,"20,000 .. 50,000",0,0,0,0,399,399,0,1
492280,492280,The Agency: Chapter 1,Sapphire Dragon Productions,Sapphire Dragon Productions,,25,12,0,"20,000 .. 50,000",157,0,225,0,299,299,0,0
402750,402750,Giant Machines 2017,Code Horizon,"Code Horizon, PlayWay S.A.",,278,113,0,"20,000 .. 50,000",304,0,366,0,399,1999,80,3
840010,840010,Garden Paws,Bitten Toast Games Inc.,Bitten Toast Games Inc.,,1246,134,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,105
270950,270950,Ski Region Simulator - Gold Edition,Giants Software,Giants Software,,310,77,0,"20,000 .. 50,000",0,0,0,0,899,899,0,8
411310,411310,"Codename: Panzers, Phase One","Stormregion, THQ Nordic",THQ Nordic,,195,21,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,21
1178400,1178400,Pro Cycling Manager 2020,Cyanide Studio,Nacon,,378,82,0,"20,000 .. 50,000",7604,577,7604,577,3999,3999,0,1972
968250,968250,King of Retail,Freaking Games,Iceberg Interactive,,743,64,0,"20,000 .. 50,000",3374,0,3374,0,1799,1799,0,78
513930,513930,J.U.R : Japan Underground Racing,JDM4iK,Droid Riot,,26,63,0,"20,000 .. 50,000",0,0,0,0,199,199,0,1
407310,407310,NEKO-NIN exHeart,Whirlpool,Sekai Project,,833,38,0,"20,000 .. 50,000",133,0,144,0,999,999,0,4
785850,785850,Valthirian Arc: Hero School Story,Agate,PQube Limited,,139,81,0,"20,000 .. 50,000",281,0,510,0,1499,1499,0,1
796290,796290,World of Tennis: Roaring ’20s,Helium9 Games,Helium9 Games,,138,46,0,"20,000 .. 50,000",0,0,0,0,0,0,0,6
416630,416630,True Lover's Knot,Sapphire Dragon Productions,Sapphire Dragon Productions,,49,71,0,"20,000 .. 50,000",242,0,268,0,699,699,0,0
845200,845200,❂ Hexaluga ❂ Weapon and Shield ☯,Hexaluga hede,Hexaluga hede,,9,11,0,"20,000 .. 50,000",0,0,0,0,199,999,80,0
870200,870200,SimpleRockets 2,"Jundroo, LLC","Jundroo, LLC",,888,82,0,"20,000 .. 50,000",781,0,781,0,1499,1499,0,54
877080,877080,Seeds of Resilience,Subtle Games,"Goblinz Studio, Maple Whispering Limited",,207,73,0,"20,000 .. 50,000",95,0,101,0,489,1399,65,8
321290,321290,Dandelion - Wishes brought to you -,"Sujin Ri, Marcos Arroyo, Seona Lee, Somi Lee, Sohyeon Jeon",Cheritz,,554,78,0,"20,000 .. 50,000",158,0,158,0,2999,2999,0,12
466170,466170,Idling to Rule the Gods,Shugasu GmbH,Shugasu GmbH,,781,95,0,"20,000 .. 50,000",200,0,343,0,0,0,0,1019
587220,587220,Jet Island,Master Indie,Master Indie,,1004,43,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,3
680170,680170,VR Triber,VR Triber,VR Triber,,6,12,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
726840,726840,City Game Studio: a tycoon about game dev,Binogure Studio,Binogure Studio,,400,57,0,"20,000 .. 50,000",8472,0,8472,0,1599,1599,0,12
699920,699920,Despotism 3k,Konfa Games,Konfa Games,,426,78,0,"20,000 .. 50,000",63,0,63,0,799,799,0,7
330460,330460,Celestial Command,"Romenics, Artaani, Riya",Romenics,,361,103,0,"20,000 .. 50,000",550,0,550,0,1999,1999,0,4
622720,622720,Weedcraft Inc,Vile Monarch,Devolver Digital,,798,174,0,"20,000 .. 50,000",20,0,20,0,1999,1999,0,19
457860,457860,Apollo 11 VR,Immersive VR Education Ltd.,Immersive VR Education Ltd.,,494,86,0,"20,000 .. 50,000",0,0,0,0,969,969,0,2
549240,549240,Beans: The Coffee Shop Simulator,Whitethorn Digital,Whitethorn Digital,,75,32,0,"20,000 .. 50,000",372,0,372,0,499,499,0,0
256390,256390,MotoGP14,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,238,231,0,"20,000 .. 50,000",42,0,42,0,999,999,0,3
479100,479100,Music Wars Empire,Antuan Johnson,Music Wars,,58,62,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,10
494230,494230,Heart's Medicine - Time to Heal,"Blue Giraffe, GameHouse",GameHouse,,715,49,0,"20,000 .. 50,000",2072,0,2072,0,1299,1299,0,8
262750,262750,GoD Factory: Wingmen,Nine Dots Studio,Nine Dots Studio,,205,93,0,"20,000 .. 50,000",3,0,3,0,1999,1999,0,0
1201940,1201940,Project Speed,Smartly Gophered Games,Smartly Gophered Games,,49,20,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
786410,786410,An Aspie Life,"Bradley Hennessey, Joe Watson",EnderLost Studios,,82,34,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
490920,490920,Wolfpack,Usurpator AB,SUBSIM,,965,69,0,"20,000 .. 50,000",448,0,837,0,3499,3499,0,58
414720,414720,Astrox: Hostile Space Excavation,Jace Masula,Jace Masula,,323,58,0,"20,000 .. 50,000",0,0,0,0,499,999,50,4
779330,779330,Ninja Tycoon,Endless Loop Studios,Endless Loop Studios,,250,94,0,"20,000 .. 50,000",123,0,123,0,499,499,0,2
346610,346610,Racecraft,Sandbox Games,Sandbox Games,,54,115,0,"20,000 .. 50,000",8,0,8,0,0,0,0,2
980940,980940,My Little Blacksmith Shop,"Dasius, Noble Games Studio",Noble Games Studio,,238,76,0,"20,000 .. 50,000",0,0,0,0,999,999,0,27
636930,636930,Soundscape VR,Groove Science Studios,Groove Science Studios,,58,20,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
696140,696140,No Heroes Here,Mad Mimic,"Mad Mimic, Chorus Worldwide",,304,31,0,"20,000 .. 50,000",78,0,78,0,1499,1499,0,6
269150,269150,Luxuria Superbia,Tale of Tales,Tale of Tales,,174,66,0,"20,000 .. 50,000",3,0,3,0,699,699,0,0
725780,725780,Play With Me: Escape room,Airem,Airem,,135,55,0,"20,000 .. 50,000",0,0,0,0,92,299,69,5
962580,962580,Summer in Mara,Chibig,Chibig,,536,179,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,27
273960,273960,Mechs & Mercs: Black Talons,Camel 101,Camel 101,,62,76,0,"20,000 .. 50,000",169,0,169,0,999,999,0,1
283560,283560,Munich Bus Simulator,TML-Studios,Aerosoft GmbH,,116,118,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,4
873190,873190,ЕСТЬ ДВА СТУЛА,Censored,Kavkaz Sila Games,,923,160,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
298340,298340,FLASHOUT 2,Jujubee S.A.,Jujubee S.A.,,126,91,0,"20,000 .. 50,000",56,0,56,0,499,499,0,0
32730,32730,F-22 Lightning 3,NovaLogic,"NovaLogic, THQ Nordic",,67,41,0,"20,000 .. 50,000",0,0,0,0,999,999,0,2
538060,538060,Doodle God: 8-bit Mania - Collector's Item,JoyBits Ltd.,JoyBits Ltd.,,85,67,0,"20,000 .. 50,000",264,0,279,0,1999,1999,0,1
1345050,1345050,Wotheguel,Eren Çoban,Ivo Lmt,,1,0,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
792100,792100,7 Billion Humans,Tomorrow Corporation,Tomorrow Corporation,,916,56,0,"20,000 .. 50,000",439,0,599,0,1499,1499,0,29
678900,678900,Farmer's Dynasty,UMEO Studios,Toplitz Productions,,1710,446,0,"20,000 .. 50,000",1874,0,1874,0,2999,2999,0,207
1266800,1266800,Adorable Crush,Mature Games,Mature Games,,138,50,0,"20,000 .. 50,000",0,0,0,0,299,299,0,23
1188720,1188720,Drunken Wrestlers,Oleg Skutte,Funatic Illuminations,,195,17,0,"20,000 .. 50,000",0,0,0,0,0,0,0,3
441010,441010,Mount Your Friends 3D: A Hard Man is Good to Climb,Stegersaurus Software Inc.,Stegersaurus Software Inc.,,238,33,0,"20,000 .. 50,000",136,29,136,29,699,699,0,3
953580,953580,Tourist Bus Simulator,"TML-Studios, PEDEPE",Aerosoft GmbH,,1116,678,0,"20,000 .. 50,000",714,0,714,0,2999,2999,0,56
754150,754150,Rolling Line,Gaugepunk Games,Gaugepunk Games,,668,37,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,48
1211360,1211360,NEOMORPH,BambuseaeGames,BambuseaeGames,,287,81,0,"20,000 .. 50,000",139,0,143,0,99,99,0,2
351080,351080,The Corporate Machine,Stardock Entertainment,Stardock Entertainment,,47,31,0,"20,000 .. 50,000",1,0,1,0,999,999,0,1
1141650,1141650,Crowd Simulator,"ZHANG FAN, SHEN JIAWEI",SHEN JIAWEI,,158,63,0,"20,000 .. 50,000",0,0,0,0,99,99,0,1
341930,341930,Space Station Alpha,NuclearFirecracker,NuclearFirecracker,,35,39,0,"20,000 .. 50,000",3,0,3,0,599,599,0,1
378480,378480,Badland Bandits,Wild Wolf Std,Wild Wolf Std,,65,86,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
348030,348030,Trackday Manager,Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,,184,139,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
764570,764570,Beavers Be Dammed,Wallflower Games,Wallflower Games,,134,15,0,"20,000 .. 50,000",0,0,0,0,0,0,0,5
266290,266290,Helicopter Simulator 2014: Search and Rescue,VipaGames,Ultimate Games S.A.,,102,231,0,"20,000 .. 50,000",0,0,0,0,699,699,0,1
525700,525700,Birthdays the Beginning,"Arc System Works, TOYBOX Inc.","NIS America, Inc.",,367,251,0,"20,000 .. 50,000",1167,0,1167,0,999,999,0,9
525680,525680,Deisim,Myron Software,Myron Software,,304,28,0,"20,000 .. 50,000",0,0,0,0,559,799,30,10
798290,798290,MXGP PRO,Milestone S.r.l.,Milestone S.r.l.,,472,126,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,37
524110,524110,Emergency 2017,Sixteen Tons Entertainment,Sixteen Tons Entertainment,,235,139,0,"20,000 .. 50,000",38,0,38,0,0,0,0,12
346420,346420,The Spatials,Weird and Wry,Weird and Wry,,217,89,0,"20,000 .. 50,000",59,0,59,0,999,999,0,3
786450,786450,Don't Bite Me Bro! +,MUIFWEGO,MUIFWEGO,,143,41,0,"20,000 .. 50,000",5,0,5,0,99,99,0,4
340860,340860,RaidersSphere4th,Rectangle,Sekai Project,,104,38,0,"20,000 .. 50,000",277,0,310,0,1999,1999,0,0
792990,792990,Identity,Asylum Entertainment Inc.,Asylum Entertainment Inc.,,460,1307,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,0
531680,531680,8-Bit Invaders!,Petroglyph,Petroglyph,,266,60,0,"20,000 .. 50,000",830,0,830,0,1499,1499,0,3
691320,691320,Gun Club VR,The Binary Mill,The Binary Mill,,317,69,0,"20,000 .. 50,000",278,0,278,0,1999,1999,0,5
576390,576390,365 Days,Mugle Studio,Mugle Studio,,10,21,0,"20,000 .. 50,000",690,0,707,0,999,999,0,0
748370,748370,STAND OUT : VR Battle Royale,raptor lab,raptor lab,,961,336,0,"20,000 .. 50,000",33,0,33,0,2499,2499,0,5
539330,539330,Light Fairytale Episode 1,neko.works,neko.works,,128,27,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
259890,259890,Agricultural Simulator: Historical Farming,Actalogic,United Independent Entertainment GmbH,,64,192,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
490930,490930,Need to Know,Monomyth Games,Monomyth Games,,159,75,0,"20,000 .. 50,000",95,0,95,0,1499,1499,0,1
610380,610380,Ratty Catty,Kerim Kumbasar,Kerim Kumbasar,,213,147,0,"20,000 .. 50,000",125,0,125,0,1499,1499,0,2
401690,401690,Life in Bunker,Flox Studios Ltd.,Flox Studios Ltd.,,181,119,0,"20,000 .. 50,000",0,0,0,0,1599,1599,0,1
327380,327380,Sid Meier's Pirates! Gold Plus (Classic),"MicroProse Software, Inc","Retroism, Nightdive Studios",,35,25,0,"20,000 .. 50,000",2,0,2,0,699,699,0,1
356380,356380,Orbit HD,Brainchild,Brainchild,,49,29,0,"20,000 .. 50,000",44,0,44,0,199,199,0,0
461780,461780,Moonstone Tavern - A Fantasy Tavern Sim!,"Trevor Jones, Trevor Jones",Trevor Jones,,65,70,0,"20,000 .. 50,000",117,0,146,0,799,799,0,1
550310,550310,Root Of Evil: The Tailor,EastFog Studios,EastFog Studios,,367,66,0,"20,000 .. 50,000",0,0,0,0,699,699,0,1
290970,290970,1849,SomaSim,SomaSim,,229,88,0,"20,000 .. 50,000",0,0,0,0,449,1499,70,2
1015710,1015710,Holy Road,peperoncino,Kagura Games,,120,54,0,"20,000 .. 50,000",0,0,0,0,999,1999,50,2
359340,359340,Pixel Puzzles Mosaics,The Digital Puzzle Company,The Digital Puzzle Company,,36,6,0,"20,000 .. 50,000",124,0,124,0,499,499,0,0
604010,604010,Chimpology,"themorfeus, Junkhive",Junkhive,,36,6,0,"20,000 .. 50,000",125,0,125,0,199,199,0,0
666020,666020,Shark Dating Simulator XL,Conan McPhee,Catsmeat Studios,,719,81,0,"20,000 .. 50,000",0,0,0,0,99,99,0,1
446000,446000,Stellar Monarch,Silver Lemur Games,Silver Lemur Games,,146,37,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
420520,420520,Lost Technology,Studio 4D,PLAYISM,,354,51,0,"20,000 .. 50,000",325,0,325,0,499,499,0,4
1388370,1388370,Hero Armored Company,魔法谷工作室(Magicvalley Studio),魔法谷工作室(Magicvalley Studio),,41,20,0,"20,000 .. 50,000",0,0,0,0,1699,1699,0,2
1066130,1066130,Truck Life,惊叹号游戏工作室,"惊叹号, Pleasant Rain Ltd",,670,281,0,"20,000 .. 50,000",53,0,53,0,1999,1999,0,38
822990,822990,Spinnortality | cyberpunk management sim,James Patton,James Patton,,188,46,0,"20,000 .. 50,000",0,0,0,0,999,999,0,3
386700,386700,The Oil Blue: Steam Legacy Edition,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,116,44,0,"20,000 .. 50,000",134,0,144,0,499,499,0,1
809280,809280,Grimmwood - They Come at Night,Big Moustache Games,"Headup, Whisper Games",,132,103,0,"20,000 .. 50,000",450,0,450,0,0,0,0,1
553590,553590,Hot Squat,Bean Boy Games,Bean Boy Games,,122,10,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
273840,273840,Stock Car Extreme,Reiza Studios,Reiza Studios,,449,67,0,"20,000 .. 50,000",126,0,126,0,1499,1499,0,5
1003360,1003360,ШХД: ЗИМА / IT'S WINTER,"ИЛЬЯМАЗО, sad3d","ИЛЬЯМАЗО, GRüN STUDIO",,417,147,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
277630,277630,Panzer Tactics HD,Sproing,THQ Nordic,,115,42,0,"20,000 .. 50,000",0,0,0,0,999,999,0,7
73190,73190,Pride of Nations,Ageod,Slitherine Ltd.,,46,50,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,5
662700,662700,Chop and Drop VR,"Designing Digitally, Inc.","Designing Digitally, Inc.",,36,15,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
939990,939990,Boxing School,Raptor Claw Games,Raptor Claw Games,,183,33,0,"20,000 .. 50,000",0,0,0,0,999,999,0,4
890520,890520,"How do you like it, Elon Musk?",unbeGames,unbeGames,,44,12,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1
659500,659500,A Mining Game,"Joshua Coombs, Zyleth",Trillium Studio Ltd.,,32,43,0,"20,000 .. 50,000",0,0,0,0,0,0,0,2
520600,520600,Purrfect Date - Visual Novel/Dating Simulator,Bae Team,Bossa Studios,,233,132,0,"20,000 .. 50,000",28,0,28,0,999,999,0,2
386590,386590,Novus Inceptio,McMagic Productions,McMagic Productions,,674,390,0,"20,000 .. 50,000",704,0,704,0,1299,1299,0,3
655790,655790,Fly Simulator,HFM Games,HFM Games,,288,170,0,"20,000 .. 50,000",11,0,11,0,99,99,0,0
252050,252050,Construction Machines 2014,GameCask,GameCask,,38,275,0,"20,000 .. 50,000",101,0,101,0,699,699,0,0
379530,379530,Fate Tectonics,Golden Gear Games,Senpai Studios,,126,42,0,"20,000 .. 50,000",237,0,245,0,49,499,90,1
483680,483680,PolyDome,Plan8,Plan8,,43,6,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1409740,1409740,Cybernetic Fault,CyberCry Creators,CyberCry Creators,,45,8,0,"20,000 .. 50,000",0,0,0,0,899,899,0,0
461680,461680,FPV Air Tracks,Flyleap Studios,Flyleap Studios,,58,117,0,"20,000 .. 50,000",0,0,0,0,0,0,0,2
542550,542550,Plankton,PanGuoJun,PanGuoJun,,54,25,0,"20,000 .. 50,000",243,0,262,0,199,199,0,0
711750,711750,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Milestone S.r.l.,,414,121,0,"20,000 .. 50,000",0,0,0,0,599,2999,80,23
467520,467520,Power & Revolution,Eversim,Eversim,,574,454,0,"20,000 .. 50,000",15138,0,15138,0,4999,4999,0,47
798280,798280,CrocoMars,Anatoliy Loginovskikh,Anatoliy Loginovskikh,,107,25,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
786580,786580,Gleaner Heights,Emilios Manolidis,Emilios Manolidis,,201,80,0,"20,000 .. 50,000",273,0,273,0,999,999,0,5
591380,591380,Bomb Squad Academy,Systemic Games,Systemic Games,,333,60,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
1202540,1202540,Marco & The Galaxy Dragon,TOKYOTOON,"HOBIBOX, ShiraVN",,2226,38,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,12
623340,623340,Stars End,Reverie World Studios,Reverie World Studios,,438,205,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,14
281580,281580,Wings Over Europe,Third Wire Productions,Strategy First,,52,40,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
246300,246300,Paranormal,Matt Cohen,Matt Cohen,,299,187,0,"20,000 .. 50,000",298,0,559,0,999,999,0,0
508600,508600,ROD: Revolt Of Defense,Rock Wale,Rock Wale,,434,104,0,"20,000 .. 50,000",134,0,169,0,99,99,0,0
555760,555760,Adrenaline Adventure,NedoStudio,NedoStudio,,15,36,0,"20,000 .. 50,000",254,213,272,213,49,99,51,7
882940,882940,The Moment We Met,萌约制作组,SakuraGame,,119,63,0,"20,000 .. 50,000",330,0,330,0,199,199,0,0
588190,588190,Tower!3D Pro,FeelThere,FeelThere ,,370,207,0,"20,000 .. 50,000",530,0,777,0,4999,4999,0,27
829660,829660,No Time to Relax,Porcelain Fortress,Porcelain Fortress,,479,33,0,"20,000 .. 50,000",391,0,431,0,1399,1399,0,21
43500,43500,M.U.D. TV,Realmforge Studios,Kalypso Media Digital,,72,91,0,"20,000 .. 50,000",57,0,57,0,999,999,0,1
